Country Name,Year,Indicator,Value
Bulgaria,2023,Freedom to make life choices,0.801
Morocco,2023,Freedom to make life choices,0.787
Cameroon,2023,Freedom to make life choices,0.686
Algeria,2023,Freedom to make life choices,0.571
Senegal,2023,Freedom to make life choices,0.772
Guinea,2023,Freedom to make life choices,0.659
Albania,2023,Freedom to make life choices,0.794
Cambodia,2023,Freedom to make life choices,0.958
Bangladesh,2023,Freedom to make life choices,0.845
Gabon,2023,Freedom to make life choices,0.642
South Africa,2023,Freedom to make life choices,0.73
Iraq,2023,Freedom to make life choices,0.646
Lebanon,2023,Freedom to make life choices,0.474
Burkina Faso,2023,Freedom to make life choices,0.696
Mali,2023,Freedom to make life choices,0.713
Nigeria,2023,Freedom to make life choices,0.718
Armenia,2023,Freedom to make life choices,0.796
Georgia,2023,Freedom to make life choices,0.786
Jordan,2023,Freedom to make life choices,0.77
Mozambique,2023,Freedom to make life choices,0.851
Kenya,2023,Freedom to make life choices,0.696
Namibia,2023,Freedom to make life choices,0.669
Ukraine,2023,Freedom to make life choices,0.795
Uganda,2023,Freedom to make life choices,0.701
Tunisia,2023,Freedom to make life choices,0.576
Sri Lanka,2023,Freedom to make life choices,0.787
Myanmar,2023,Freedom to make life choices,0.727
Togo,2023,Freedom to make life choices,0.657
Ethiopia,2023,Freedom to make life choices,0.72
Sierra Leone,2023,Freedom to make life choices,0.66
Zambia,2023,Freedom to make life choices,0.791
India,2023,Freedom to make life choices,0.897
Malawi,2023,Freedom to make life choices,0.75
Tanzania,2023,Freedom to make life choices,0.838
Zimbabwe,2023,Freedom to make life choices,0.654
Afghanistan,2023,Freedom to make life choices,0.382
Finland,2023,Generosity,-0.019
Denmark,2023,Generosity,0.134
Switzerland,2023,Generosity,0.027
Iceland,2023,Generosity,0.211
Norway,2023,Generosity,0.141
Netherlands,2023,Generosity,0.213
Sweden,2023,Generosity,0.165
New Zealand,2023,Generosity,0.175
Austria,2023,Generosity,0.102
Canada,2023,Generosity,0.153
Australia,2023,Generosity,0.198
United Kingdom,2023,Generosity,0.253
Israel,2023,Generosity,-0.023
Costa Rica,2023,Generosity,-0.07
Ireland,2023,Generosity,0.092
Germany,2023,Generosity,0.03
United States,2023,Generosity,0.137
Belgium,2023,Generosity,0.001
United Arab Emirates,2023,Generosity,0.096
Malta,2023,Generosity,0.119
France,2023,Generosity,-0.1
Mexico,2023,Generosity,-0.094
Uruguay,2023,Generosity,-0.065
Saudi Arabia,2023,Generosity,-0.081
Spain,2023,Generosity,-0.066
Italy,2023,Generosity,-0.074
Singapore,2023,Generosity,0.063
Brazil,2023,Generosity,-0.009
Slovenia,2023,Generosity,0.014
El Salvador,2023,Generosity,-0.108
Kosovo,2023,Generosity,0.259
Panama,2023,Generosity,-0.133
Uzbekistan,2023,Generosity,0.23
Chile,2023,Generosity,-0.011
Bahrain,2023,Generosity,0.117
Lithuania,2023,Generosity,-0.145
Poland,2023,Generosity,-0.031
Colombia,2023,Generosity,-0.104
Cyprus,2023,Generosity,-0.06
Nicaragua,2023,Generosity,0.021
Romania,2023,Generosity,-0.172
Mauritius,2023,Generosity,-0.028
Kazakhstan,2023,Generosity,0.0
Estonia,2023,Generosity,0.032
Philippines,2023,Generosity,-0.06
Hungary,2023,Generosity,-0.059
Thailand,2023,Generosity,0.289
Argentina,2023,Generosity,-0.089
Honduras,2023,Generosity,0.097
Latvia,2023,Generosity,-0.056
Ecuador,2023,Generosity,-0.108
Portugal,2023,Generosity,-0.196
Jamaica,2023,Generosity,-0.106
Japan,2023,Generosity,-0.237
Peru,2023,Generosity,-0.119
Serbia,2023,Generosity,0.204
Bolivia,2023,Generosity,-0.063
Pakistan,2023,Generosity,0.008
Paraguay,2023,Generosity,0.021
Dominican Republic,2023,Generosity,-0.099
Bosnia and Herzegovina,2023,Generosity,0.206
Moldova,2023,Generosity,-0.08
Tajikistan,2023,Generosity,-0.06
Montenegro,2023,Generosity,0.063
Greece,2023,Generosity,-0.24
Croatia,2023,Generosity,-0.093
Mongolia,2023,Generosity,0.19
Malaysia,2023,Generosity,0.16
Indonesia,2023,Generosity,0.531
Benin,2023,Generosity,-0.043
Ghana,2023,Generosity,0.139
Nepal,2023,Generosity,0.146
China,2023,Generosity,-0.041
Bulgaria,2023,Generosity,-0.057
Morocco,2023,Generosity,-0.231
Cameroon,2023,Generosity,0.015
Algeria,2023,Generosity,-0.117
Senegal,2023,Generosity,0.011
Guinea,2023,Generosity,0.125
Albania,2023,Generosity,-0.007
Cambodia,2023,Generosity,0.073
Bangladesh,2023,Generosity,0.005
Gabon,2023,Generosity,-0.187
South Africa,2023,Generosity,-0.087
Iraq,2023,Generosity,-0.005
Lebanon,2023,Generosity,-0.141
Burkina Faso,2023,Generosity,0.095
Mali,2023,Generosity,-0.028
Nigeria,2023,Generosity,0.073
Armenia,2023,Generosity,-0.155
Georgia,2023,Generosity,-0.254
Jordan,2023,Generosity,-0.15
Mozambique,2023,Generosity,0.047
Kenya,2023,Generosity,0.288
Namibia,2023,Generosity,-0.126
Ukraine,2023,Generosity,0.24
Uganda,2023,Generosity,0.114
Tunisia,2023,Generosity,-0.213
Sri Lanka,2023,Generosity,-0.03
Myanmar,2023,Generosity,0.491
Togo,2023,Generosity,0.024
Ethiopia,2023,Generosity,0.273
Sierra Leone,2023,Generosity,0.105
Zambia,2023,Generosity,0.098
India,2023,Generosity,0.072
Malawi,2023,Generosity,0.005
Tanzania,2023,Generosity,0.182
Zimbabwe,2023,Generosity,-0.046
Afghanistan,2023,Generosity,-0.081
Finland,2023,Perceptions of corruption,0.182
Denmark,2023,Perceptions of corruption,0.196
Switzerland,2023,Perceptions of corruption,0.266
Iceland,2023,Perceptions of corruption,0.668
Norway,2023,Perceptions of corruption,0.283
Netherlands,2023,Perceptions of corruption,0.379
Sweden,2023,Perceptions of corruption,0.202
New Zealand,2023,Perceptions of corruption,0.271
Austria,2023,Perceptions of corruption,0.497
Canada,2023,Perceptions of corruption,0.42
Australia,2023,Perceptions of corruption,0.496
United Kingdom,2023,Perceptions of corruption,0.454
Israel,2023,Perceptions of corruption,0.708
Costa Rica,2023,Perceptions of corruption,0.768
Ireland,2023,Perceptions of corruption,0.358
Germany,2023,Perceptions of corruption,0.42
United States,2023,Perceptions of corruption,0.689
Belgium,2023,Perceptions of corruption,0.549
United Arab Emirates,2023,Perceptions of corruption,0.584
Malta,2023,Perceptions of corruption,0.729
France,2023,Perceptions of corruption,0.553
Mexico,2023,Perceptions of corruption,0.768
Uruguay,2023,Perceptions of corruption,0.575
Saudi Arabia,2023,Perceptions of corruption,0.691
Spain,2023,Perceptions of corruption,0.711
Italy,2023,Perceptions of corruption,0.842
Singapore,2023,Perceptions of corruption,0.146
Brazil,2023,Perceptions of corruption,0.738
Slovenia,2023,Perceptions of corruption,0.771
El Salvador,2023,Perceptions of corruption,0.62
Kosovo,2023,Perceptions of corruption,0.866
Panama,2023,Perceptions of corruption,0.878
Uzbekistan,2023,Perceptions of corruption,0.638
Chile,2023,Perceptions of corruption,0.823
Bahrain,2023,Perceptions of corruption,0.737
Lithuania,2023,Perceptions of corruption,0.805
Poland,2023,Perceptions of corruption,0.736
Colombia,2023,Perceptions of corruption,0.834
Cyprus,2023,Perceptions of corruption,0.86
Nicaragua,2023,Perceptions of corruption,0.625
Romania,2023,Perceptions of corruption,0.929
Mauritius,2023,Perceptions of corruption,0.775
Kazakhstan,2023,Perceptions of corruption,0.721
Estonia,2023,Perceptions of corruption,0.409
Philippines,2023,Perceptions of corruption,0.732
Hungary,2023,Perceptions of corruption,0.839
Thailand,2023,Perceptions of corruption,0.91
Argentina,2023,Perceptions of corruption,0.814
Honduras,2023,Perceptions of corruption,0.843
Latvia,2023,Perceptions of corruption,0.83
Ecuador,2023,Perceptions of corruption,0.833
Portugal,2023,Perceptions of corruption,0.878
Jamaica,2023,Perceptions of corruption,0.875
Japan,2023,Perceptions of corruption,0.64
Peru,2023,Perceptions of corruption,0.892
Serbia,2023,Perceptions of corruption,0.816
Bolivia,2023,Perceptions of corruption,0.846
Pakistan,2023,Perceptions of corruption,0.787
Paraguay,2023,Perceptions of corruption,0.843
Dominican Republic,2023,Perceptions of corruption,0.657
Bosnia and Herzegovina,2023,Perceptions of corruption,0.918
Moldova,2023,Perceptions of corruption,0.901
Tajikistan,2023,Perceptions of corruption,0.522
Montenegro,2023,Perceptions of corruption,0.844
Greece,2023,Perceptions of corruption,0.793
Croatia,2023,Perceptions of corruption,0.925
Mongolia,2023,Perceptions of corruption,0.849
Malaysia,2023,Perceptions of corruption,0.758
Indonesia,2023,Perceptions of corruption,0.876
Benin,2023,Perceptions of corruption,0.576
Ghana,2023,Perceptions of corruption,0.881
Nepal,2023,Perceptions of corruption,0.783
China,2023,Perceptions of corruption,0.727
Bulgaria,2023,Perceptions of corruption,0.911
Morocco,2023,Perceptions of corruption,0.811
Cameroon,2023,Perceptions of corruption,0.846
Algeria,2023,Perceptions of corruption,0.717
Senegal,2023,Perceptions of corruption,0.846
Guinea,2023,Perceptions of corruption,0.787
Albania,2023,Perceptions of corruption,0.878
Cambodia,2023,Perceptions of corruption,0.857
Bangladesh,2023,Perceptions of corruption,0.698
Gabon,2023,Perceptions of corruption,0.786
South Africa,2023,Perceptions of corruption,0.902
Iraq,2023,Perceptions of corruption,0.876
Lebanon,2023,Perceptions of corruption,0.891
Burkina Faso,2023,Perceptions of corruption,0.771
Mali,2023,Perceptions of corruption,0.846
Nigeria,2023,Perceptions of corruption,0.911
Armenia,2023,Perceptions of corruption,0.705
Georgia,2023,Perceptions of corruption,0.649
Jordan,2023,Perceptions of corruption,0.687
Mozambique,2023,Perceptions of corruption,0.66
Kenya,2023,Perceptions of corruption,0.852
Namibia,2023,Perceptions of corruption,0.83
Ukraine,2023,Perceptions of corruption,0.907
Uganda,2023,Perceptions of corruption,0.857
Tunisia,2023,Perceptions of corruption,0.907
Sri Lanka,2023,Perceptions of corruption,0.808
Myanmar,2023,Perceptions of corruption,0.658
Togo,2023,Perceptions of corruption,0.74
Ethiopia,2023,Perceptions of corruption,0.789
Sierra Leone,2023,Perceptions of corruption,0.858
Zambia,2023,Perceptions of corruption,0.818
India,2023,Perceptions of corruption,0.774
Malawi,2023,Perceptions of corruption,0.749
Tanzania,2023,Perceptions of corruption,0.554
Zimbabwe,2023,Perceptions of corruption,0.766
Afghanistan,2023,Perceptions of corruption,0.847
Finland,2020,Internet Users,92.2
Denmark,2020,Internet Users,96.5
Switzerland,2020,Internet Users,94.3
Iceland,2020,Internet Users,99.5
Norway,2020,Internet Users,94.6
Netherlands,2020,Internet Users,91.3
Sweden,2020,Internet Users,94.5
New Zealand,2020,Internet Users,95.2
Austria,2020,Internet Users,87.5
Canada,2020,Internet Users,92.3
Australia,2020,Internet Users,94.7
United Kingdom,2020,Internet Users,94.8
Israel,2020,Internet Users,90.1
Costa Rica,2020,Internet Users,80.5
Ireland,2020,Internet Users,92.0
Germany,2020,Internet Users,89.8
United States,2020,Internet Users,90.3
Belgium,2020,Internet Users,91.5
United Arab Emirates,2020,Internet Users,100.0
Malta,2020,Internet Users,86.9
France,2020,Internet Users,84.7
Mexico,2020,Internet Users,71.5
Uruguay,2020,Internet Users,85.5
Saudi Arabia,2020,Internet Users,97.9
Spain,2020,Internet Users,93.2
Italy,2020,Internet Users,70.5
Singapore,2020,Internet Users,92.0
Brazil,2020,Internet Users,81.3
Slovenia,2020,Internet Users,86.6
El Salvador,2020,Internet Users,54.6
Kosovo,2020,Internet Users,0.0
Panama,2020,Internet Users,70.0
Uzbekistan,2020,Internet Users,71.1
Chile,2020,Internet Users,87.5
Bahrain,2020,Internet Users,99.7
Lithuania,2020,Internet Users,83.1
Poland,2020,Internet Users,83.2
Colombia,2020,Internet Users,69.8
Cyprus,2020,Internet Users,90.8
Nicaragua,2020,Internet Users,42.2
Romania,2020,Internet Users,78.5
Mauritius,2020,Internet Users,67.7
Kazakhstan,2020,Internet Users,85.9
Estonia,2020,Internet Users,89.1
Philippines,2020,Internet Users,53.8
Hungary,2020,Internet Users,84.8
Thailand,2020,Internet Users,77.8
Argentina,2020,Internet Users,85.5
Honduras,2020,Internet Users,45.2
Latvia,2020,Internet Users,88.9
Ecuador,2020,Internet Users,70.7
Portugal,2020,Internet Users,78.3
Jamaica,2020,Internet Users,76.4
Japan,2020,Internet Users,90.2
Peru,2020,Internet Users,65.3
Serbia,2020,Internet Users,78.4
Bolivia,2020,Internet Users,59.9
Pakistan,2020,Internet Users,18.9
Paraguay,2020,Internet Users,74.0
Dominican Republic,2020,Internet Users,81.6
Bosnia and Herzegovina,2020,Internet Users,73.2
Moldova,2020,Internet Users,58.2
Tajikistan,2020,Internet Users,27.5
Montenegro,2020,Internet Users,77.6
Greece,2020,Internet Users,78.1
Croatia,2020,Internet Users,78.3
Mongolia,2020,Internet Users,62.5
Malaysia,2020,Internet Users,89.6
Indonesia,2020,Internet Users,53.7
Benin,2020,Internet Users,22.1
Ghana,2020,Internet Users,62.5
Nepal,2020,Internet Users,38.9
China,2020,Internet Users,70.1
Bulgaria,2020,Internet Users,70.2
Morocco,2020,Internet Users,84.1
Cameroon,2020,Internet Users,41.2
Algeria,2020,Internet Users,63.5
Senegal,2020,Internet Users,53.3
Guinea,2020,Internet Users,23.4
Albania,2020,Internet Users,72.2
Cambodia,2020,Internet Users,53.7
Bangladesh,2020,Internet Users,36.1
Gabon,2020,Internet Users,63.9
South Africa,2020,Internet Users,72.1
Iraq,2020,Internet Users,53.7
Lebanon,2020,Internet Users,82.1
Burkina Faso,2020,Internet Users,10.8
Mali,2020,Internet Users,29.1
Nigeria,2020,Internet Users,31.9
Armenia,2020,Internet Users,76.5
Georgia,2020,Internet Users,72.5
Jordan,2020,Internet Users,78.4
Mozambique,2020,Internet Users,14.3
Kenya,2020,Internet Users,0.0
Namibia,2020,Internet Users,57.9
Ukraine,2020,Internet Users,75.0
Uganda,2020,Internet Users,7.4
Tunisia,2020,Internet Users,68.6
Sri Lanka,2020,Internet Users,36.2
Myanmar,2020,Internet Users,45.4
Togo,2020,Internet Users,29.0
Ethiopia,2020,Internet Users,16.1
Sierra Leone,2020,Internet Users,17.1
Zambia,2020,Internet Users,24.5
India,2020,Internet Users,43.4
Malawi,2020,Internet Users,13.9
Tanzania,2020,Internet Users,17.8
Zimbabwe,2020,Internet Users,29.3
Afghanistan,2020,Internet Users,17.0
Finland,2021,Internet Users,92.8
Denmark,2021,Internet Users,98.9
Switzerland,2021,Internet Users,95.6
Iceland,2021,Internet Users,99.7
Norway,2021,Internet Users,99.0
Netherlands,2021,Internet Users,92.1
Sweden,2021,Internet Users,94.7
New Zealand,2021,Internet Users,96.1
Austria,2021,Internet Users,92.5
Canada,2021,Internet Users,93.9
Australia,2021,Internet Users,97.0
United Kingdom,2021,Internet Users,96.2
Israel,2021,Internet Users,90.3
Costa Rica,2021,Internet Users,82.7
Ireland,2021,Internet Users,96.4
Germany,2021,Internet Users,91.4
United States,2021,Internet Users,91.3
Belgium,2021,Internet Users,92.8
United Arab Emirates,2021,Internet Users,100.0
Malta,2021,Internet Users,87.5
France,2021,Internet Users,86.1
Mexico,2021,Internet Users,75.6
Uruguay,2021,Internet Users,87.6
Saudi Arabia,2021,Internet Users,100.0
Spain,2021,Internet Users,93.9
Italy,2021,Internet Users,74.9
Singapore,2021,Internet Users,96.9
Brazil,2021,Internet Users,80.7
Slovenia,2021,Internet Users,89.0
El Salvador,2021,Internet Users,61.8
Kosovo,2021,Internet Users,0.0
Panama,2021,Internet Users,77.0
Uzbekistan,2021,Internet Users,76.6
Chile,2021,Internet Users,90.2
Bahrain,2021,Internet Users,100.0
Lithuania,2021,Internet Users,86.9
Poland,2021,Internet Users,85.4
Colombia,2021,Internet Users,73.0
Cyprus,2021,Internet Users,90.8
Nicaragua,2021,Internet Users,47.1
Romania,2021,Internet Users,83.6
Mauritius,2021,Internet Users,71.6
Kazakhstan,2021,Internet Users,90.9
Estonia,2021,Internet Users,91.0
Philippines,2021,Internet Users,66.9
Hungary,2021,Internet Users,88.6
Thailand,2021,Internet Users,85.3
Argentina,2021,Internet Users,87.2
Honduras,2021,Internet Users,52.0
Latvia,2021,Internet Users,91.2
Ecuador,2021,Internet Users,69.1
Portugal,2021,Internet Users,82.3
Jamaica,2021,Internet Users,82.4
Japan,2021,Internet Users,82.9
Peru,2021,Internet Users,71.1
Serbia,2021,Internet Users,81.2
Bolivia,2021,Internet Users,66.0
Pakistan,2021,Internet Users,21.4
Paraguay,2021,Internet Users,77.0
Dominican Republic,2021,Internet Users,85.2
Bosnia and Herzegovina,2021,Internet Users,75.7
Moldova,2021,Internet Users,74.5
Tajikistan,2021,Internet Users,49.8
Montenegro,2021,Internet Users,82.2
Greece,2021,Internet Users,78.5
Croatia,2021,Internet Users,81.3
Mongolia,2021,Internet Users,81.6
Malaysia,2021,Internet Users,96.8
Indonesia,2021,Internet Users,62.1
Benin,2021,Internet Users,28.2
Ghana,2021,Internet Users,68.6
Nepal,2021,Internet Users,45.3
China,2021,Internet Users,73.1
Bulgaria,2021,Internet Users,75.3
Morocco,2021,Internet Users,88.1
Cameroon,2021,Internet Users,42.0
Algeria,2021,Internet Users,72.2
Senegal,2021,Internet Users,57.3
Guinea,2021,Internet Users,24.3
Albania,2021,Internet Users,79.3
Cambodia,2021,Internet Users,58.0
Bangladesh,2021,Internet Users,38.9
Gabon,2021,Internet Users,68.6
South Africa,2021,Internet Users,75.0
Iraq,2021,Internet Users,65.0
Lebanon,2021,Internet Users,82.7
Burkina Faso,2021,Internet Users,12.6
Mali,2021,Internet Users,34.0
Nigeria,2021,Internet Users,35.5
Armenia,2021,Internet Users,78.6
Georgia,2021,Internet Users,76.4
Jordan,2021,Internet Users,86.0
Mozambique,2021,Internet Users,16.4
Kenya,2021,Internet Users,0.0
Namibia,2021,Internet Users,60.3
Ukraine,2021,Internet Users,79.2
Uganda,2021,Internet Users,10.0
Tunisia,2021,Internet Users,68.3
Sri Lanka,2021,Internet Users,44.5
Myanmar,2021,Internet Users,56.5
Togo,2021,Internet Users,30.3
Ethiopia,2021,Internet Users,16.7
Sierra Leone,2021,Internet Users,18.7
Zambia,2021,Internet Users,32.5
India,2021,Internet Users,0.0
Malawi,2021,Internet Users,17.5
Tanzania,2021,Internet Users,19.0
Zimbabwe,2021,Internet Users,37.1
Afghanistan,2021,Internet Users,16.5
Finland,2022,Internet Users,93.0
Denmark,2022,Internet Users,97.9
Switzerland,2022,Internet Users,96.5
Iceland,2022,Internet Users,99.8
Norway,2022,Internet Users,99.0
Netherlands,2022,Internet Users,92.5
Sweden,2022,Internet Users,95.0
New Zealand,2022,Internet Users,96.2
Austria,2022,Internet Users,93.6
Canada,2022,Internet Users,94.0
Australia,2022,Internet Users,97.0
United Kingdom,2022,Internet Users,96.3
Israel,2022,Internet Users,91.9
Costa Rica,2022,Internet Users,82.6
Ireland,2022,Internet Users,96.6
Germany,2022,Internet Users,91.6
United States,2022,Internet Users,92.2
Belgium,2022,Internet Users,94.0
United Arab Emirates,2022,Internet Users,100.0
Malta,2022,Internet Users,91.5
France,2022,Internet Users,85.3
Mexico,2022,Internet Users,78.6
Uruguay,2022,Internet Users,89.9
Saudi Arabia,2022,Internet Users,100.0
Spain,2022,Internet Users,94.5
Italy,2022,Internet Users,85.1
Singapore,2022,Internet Users,96.0
Brazil,2022,Internet Users,80.5
Slovenia,2022,Internet Users,88.9
El Salvador,2022,Internet Users,65.5
Kosovo,2022,Internet Users,0.0
Panama,2022,Internet Users,77.7
Uzbekistan,2022,Internet Users,83.9
Chile,2022,Internet Users,93.5
Bahrain,2022,Internet Users,100.0
Lithuania,2022,Internet Users,87.7
Poland,2022,Internet Users,86.9
Colombia,2022,Internet Users,72.8
Cyprus,2022,Internet Users,89.6
Nicaragua,2022,Internet Users,49.1
Romania,2022,Internet Users,85.5
Mauritius,2022,Internet Users,75.5
Kazakhstan,2022,Internet Users,92.3
Estonia,2022,Internet Users,91.5
Philippines,2022,Internet Users,75.2
Hungary,2022,Internet Users,89.1
Thailand,2022,Internet Users,88.0
Argentina,2022,Internet Users,88.4
Honduras,2022,Internet Users,56.4
Latvia,2022,Internet Users,91.0
Ecuador,2022,Internet Users,69.7
Portugal,2022,Internet Users,84.5
Jamaica,2022,Internet Users,82.4
Japan,2022,Internet Users,84.9
Peru,2022,Internet Users,74.7
Serbia,2022,Internet Users,83.5
Bolivia,2022,Internet Users,67.4
Pakistan,2022,Internet Users,24.2
Paraguay,2022,Internet Users,76.3
Dominican Republic,2022,Internet Users,81.5
Bosnia and Herzegovina,2022,Internet Users,78.8
Moldova,2022,Internet Users,76.7
Tajikistan,2022,Internet Users,53.1
Montenegro,2022,Internet Users,88.2
Greece,2022,Internet Users,83.2
Croatia,2022,Internet Users,82.1
Mongolia,2022,Internet Users,82.2
Malaysia,2022,Internet Users,97.4
Indonesia,2022,Internet Users,66.5
Benin,2022,Internet Users,30.0
Ghana,2022,Internet Users,69.4
Nepal,2022,Internet Users,53.9
China,2022,Internet Users,75.6
Bulgaria,2022,Internet Users,79.1
Morocco,2022,Internet Users,89.9
Cameroon,2022,Internet Users,41.8
Algeria,2022,Internet Users,74.8
Senegal,2022,Internet Users,59.2
Guinea,2022,Internet Users,24.7
Albania,2022,Internet Users,82.6
Cambodia,2022,Internet Users,59.7
Bangladesh,2022,Internet Users,41.6
Gabon,2022,Internet Users,70.7
South Africa,2022,Internet Users,75.5
Iraq,2022,Internet Users,78.7
Lebanon,2022,Internet Users,82.8
Burkina Faso,2022,Internet Users,14.6
Mali,2022,Internet Users,34.4
Nigeria,2022,Internet Users,37.7
Armenia,2022,Internet Users,77.0
Georgia,2022,Internet Users,78.7
Jordan,2022,Internet Users,90.5
Mozambique,2022,Internet Users,18.8
Kenya,2022,Internet Users,0.0
Namibia,2022,Internet Users,61.1
Ukraine,2022,Internet Users,82.7
Uganda,2022,Internet Users,11.1
Tunisia,2022,Internet Users,70.6
Sri Lanka,2022,Internet Users,48.3
Myanmar,2022,Internet Users,58.0
Togo,2022,Internet Users,35.5
Ethiopia,2022,Internet Users,0.0
Sierra Leone,2022,Internet Users,19.2
Zambia,2022,Internet Users,32.0
India,2022,Internet Users,55.9
Malawi,2022,Internet Users,17.0
Tanzania,2022,Internet Users,22.1
Zimbabwe,2022,Internet Users,37.9
Afghanistan,2022,Internet Users,17.2
Finland,2023,Internet Users,93.5
Denmark,2023,Internet Users,98.8
Switzerland,2023,Internet Users,97.3
Iceland,2023,Internet Users,99.8
Norway,2023,Internet Users,99.0
Netherlands,2023,Internet Users,97.0
Sweden,2023,Internet Users,95.7
New Zealand,2023,Internet Users,96.2
Austria,2023,Internet Users,95.3
Canada,2023,Internet Users,94.0
Australia,2023,Internet Users,97.1
United Kingdom,2023,Internet Users,96.3
Israel,2023,Internet Users,87.0
Costa Rica,2023,Internet Users,85.4
Ireland,2023,Internet Users,96.5
Germany,2023,Internet Users,92.5
United States,2023,Internet Users,93.1
Belgium,2023,Internet Users,94.6
United Arab Emirates,2023,Internet Users,100.0
Malta,2023,Internet Users,92.1
France,2023,Internet Users,86.8
Mexico,2023,Internet Users,81.2
Uruguay,2023,Internet Users,89.9
Saudi Arabia,2023,Internet Users,100.0
Spain,2023,Internet Users,95.4
Italy,2023,Internet Users,87.0
Singapore,2023,Internet Users,94.3
Brazil,2023,Internet Users,84.2
Slovenia,2023,Internet Users,90.4
El Salvador,2023,Internet Users,67.7
Kosovo,2023,Internet Users,0.0
Panama,2023,Internet Users,78.0
Uzbekistan,2023,Internet Users,89.0
Chile,2023,Internet Users,94.5
Bahrain,2023,Internet Users,100.0
Lithuania,2023,Internet Users,88.5
Poland,2023,Internet Users,86.4
Colombia,2023,Internet Users,77.3
Cyprus,2023,Internet Users,91.2
Nicaragua,2023,Internet Users,58.2
Romania,2023,Internet Users,89.2
Mauritius,2023,Internet Users,79.5
Kazakhstan,2023,Internet Users,92.9
Estonia,2023,Internet Users,93.2
Philippines,2023,Internet Users,83.8
Hungary,2023,Internet Users,91.5
Thailand,2023,Internet Users,89.5
Argentina,2023,Internet Users,89.2
Honduras,2023,Internet Users,58.3
Latvia,2023,Internet Users,92.2
Ecuador,2023,Internet Users,72.7
Portugal,2023,Internet Users,85.8
Jamaica,2023,Internet Users,83.4
Japan,2023,Internet Users,87.0
Peru,2023,Internet Users,79.5
Serbia,2023,Internet Users,85.4
Bolivia,2023,Internet Users,70.2
Pakistan,2023,Internet Users,27.4
Paraguay,2023,Internet Users,78.1
Dominican Republic,2023,Internet Users,84.6
Bosnia and Herzegovina,2023,Internet Users,83.4
Moldova,2023,Internet Users,80.2
Tajikistan,2023,Internet Users,56.8
Montenegro,2023,Internet Users,89.8
Greece,2023,Internet Users,85.0
Croatia,2023,Internet Users,83.2
Mongolia,2023,Internet Users,83.0
Malaysia,2023,Internet Users,97.7
Indonesia,2023,Internet Users,69.2
Benin,2023,Internet Users,32.2
Ghana,2023,Internet Users,69.9
Nepal,2023,Internet Users,55.8
China,2023,Internet Users,77.5
Bulgaria,2023,Internet Users,80.4
Morocco,2023,Internet Users,91.0
Cameroon,2023,Internet Users,41.9
Algeria,2023,Internet Users,76.9
Senegal,2023,Internet Users,60.6
Guinea,2023,Internet Users,26.5
Albania,2023,Internet Users,83.1
Cambodia,2023,Internet Users,60.7
Bangladesh,2023,Internet Users,44.5
Gabon,2023,Internet Users,71.9
South Africa,2023,Internet Users,75.7
Iraq,2023,Internet Users,81.7
Lebanon,2023,Internet Users,83.5
Burkina Faso,2023,Internet Users,17.0
Mali,2023,Internet Users,35.1
Nigeria,2023,Internet Users,39.2
Armenia,2023,Internet Users,80.0
Georgia,2023,Internet Users,81.9
Jordan,2023,Internet Users,92.5
Mozambique,2023,Internet Users,19.8
Kenya,2023,Internet Users,35.0
Namibia,2023,Internet Users,64.4
Ukraine,2023,Internet Users,82.4
Uganda,2023,Internet Users,15.3
Tunisia,2023,Internet Users,72.4
Sri Lanka,2023,Internet Users,51.2
Myanmar,2023,Internet Users,58.5
Togo,2023,Internet Users,37.0
Ethiopia,2023,Internet Users,0.0
Sierra Leone,2023,Internet Users,20.6
Zambia,2023,Internet Users,33.0
India,2023,Internet Users,0.0
Malawi,2023,Internet Users,18.0
Tanzania,2023,Internet Users,29.1
Zimbabwe,2023,Internet Users,38.4
Afghanistan,2023,Internet Users,17.7
Finland,2020,GDP,48828.68469
Denmark,2020,GDP,60985.48856
Switzerland,2020,GDP,85897.78433
Iceland,2020,GDP,59023.56635
Norway,2020,GDP,68340.0181
Netherlands,2020,GDP,53467.92774
Sweden,2020,GDP,52653.75659
New Zealand,2020,GDP,41850.92033
Austria,2020,GDP,48716.40989
Canada,2020,GDP,43537.8393
Australia,2020,GDP,51791.54018
United Kingdom,2020,GDP,40404.80622
Israel,2020,GDP,44575.5719
Costa Rica,2020,GDP,12394.0494
Ireland,2020,GDP,86622.50673
Germany,2020,GDP,47379.76519
United States,2020,GDP,64401.50744
Belgium,2020,GDP,45906.28758
United Arab Emirates,2020,GDP,37173.87541
Malta,2020,GDP,31833.59638
France,2020,GDP,39169.8606
Mexico,2020,GDP,8841.270751
Uruguay,2020,GDP,15757.5356
Saudi Arabia,2020,GDP,24338.83073
Spain,2020,GDP,27233.94265
Italy,2020,GDP,32091.48666
Singapore,2020,GDP,61410.07926
Brazil,2020,GDP,7074.193783
Slovenia,2020,GDP,25392.06511
El Salvador,2020,GDP,3997.192796
Kosovo,2020,GDP,4310.890655
Panama,2020,GDP,13290.56083
Uzbekistan,2020,GDP,1978.280519
Chile,2020,GDP,13114.81547
Bahrain,2020,GDP,24342.84446
Lithuania,2020,GDP,20428.64782
Poland,2020,GDP,16150.9291
Colombia,2020,GDP,5339.687114
Cyprus,2020,GDP,28649.01563
